Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
WK068750  ,Wijk      ,Middelburg (Z.)                         ,5040,2520,2520,955,665,1155,1280,990,4645,195,200,2020,575,645,805,2.5,4019,480,310,200,90,10,1160,1840,630,2760,,32.5,22.4,20,110,60,20,20,75,65,50,1.2,4
BU06875058,Buurt     ,Middelburg (Z.)                         ,1285,625,665,230,160,305,305,285,1100,105,85,605,255,165,175,2.1,4777,110,80,50,20,0,380,380,140,650,,48.1,10.4,5,35,30,5,5,25,20,15,1.0,4
BU06875059,Buurt     ,Middelburg (Z.)                         ,915,450,465,165,110,215,195,235,860,20,35,400,150,115,140,2.3,6173,90,40,40,10,0,170,360,,450,,44.0,12.0,5,20,5,5,5,15,10,0,1.1,4
BU06875060,Buurt     ,Middelburg (Z.)                         ,815,410,410,150,100,190,195,180,765,20,25,315,65,120,130,2.5,3507,80,50,20,10,0,160,340,,450,,28.3,23.9,0,10,10,0,5,10,10,10,1.3,4
BU06875061,Buurt     ,Middelburg (Z.)                         ,720,365,360,135,80,155,225,120,675,20,25,270,50,100,120,2.6,5084,70,50,20,10,0,200,250,90,410,,21.3,31.3,0,15,5,5,5,10,10,10,1.3,4
BU06875062,Buurt     ,Middelburg (Z.)                         ,520,270,245,90,75,100,165,85,505,0,15,185,25,70,80,2.8,4954,40,30,20,20,10,90,240,80,320,,10.8,33.5,5,10,5,0,5,5,5,5,1.5,4
BU06875063,Buurt     ,Middelburg (Z.)                         ,400,205,190,85,80,75,110,45,370,15,15,120,10,35,75,3.4,2725,40,50,30,10,0,80,150,,240,,3.4,48.7,0,10,0,0,5,5,5,0,1.5,4
BU06875069,Buurt     ,Middelburg (Z.)                         ,80,50,35,5,15,10,30,20,85,0,0,30,0,15,10,2.7,935,0,10,0,0,0,,,,50,,,,,,,,,,,,,5
BU06875085,Buurt     ,Middelburg (Z.)                         ,305,150,160,95,40,100,50,25,295,10,5,95,10,20,60,3.3,2481,50,30,10,10,0,,,,180,,,,5,10,0,0,5,5,5,5,1.3,4
WK068751  ,Wijk      ,Middelburg (Z.)                         ,55,25,30,0,5,5,30,15,55,5,0,30,5,15,10,2.0,817,0,0,0,0,0,,,,30,,,,,,,,,,,,,5
BU06875164,Buurt     ,Middelburg (Z.)                         ,55,25,30,0,5,5,30,15,50,5,0,30,10,10,5,2.0,817,0,0,0,0,0,,,,30,,,,,,,,,,,,,5
WK068752  ,Wijk      ,Middelburg (Z.)                         ,55,35,15,0,0,15,15,30,35,25,0,40,30,15,0,1.4,64,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU06875265,Buurt     ,Middelburg (Z.)                         ,60,40,20,0,0,15,15,30,35,20,0,40,30,15,0,1.4,64,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
WK068753  ,Wijk      ,Middelburg (Z.)                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,
BU06875367,Buurt     ,Middelburg (Z.)                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,
WK068759  ,Wijk      ,Middelburg (Z.)                         ,170,95,80,40,20,30,45,30,155,15,0,60,15,20,25,2.9,14,20,20,10,0,0,,,,90,,,,20,5,5,5,0,5,5,10,1.7,5
BU06875966,Buurt     ,Middelburg (Z.)                         ,170,95,75,45,20,30,45,30,155,15,5,60,15,20,20,2.9,14,20,20,10,0,0,,,,90,,,,20,5,5,5,0,5,5,10,1.7,5
GM1842    ,Gemeente  ,Midden-Delfland                         ,19377,9714,9663,3252,2270,4047,5614,4194,16379,1015,1983,8040,2249,2628,3163,2.4,411,1770,1190,440,500,280,3250,5660,5360,10890,54.8,26.3,33.1,230,375,400,190,170,780,405,255,1.2,3
WK184200  ,Wijk      ,Midden-Delfland                         ,12755,6420,6335,2170,1520,2730,3725,2615,10685,685,1380,5245,1475,1655,2120,2.4,447,1170,810,290,340,210,2140,3480,3800,7250,53.7,25.9,34.7,125,245,260,110,100,480,270,175,1.1,2
BU18420000,Buurt     ,Midden-Delfland                         ,3475,1695,1775,515,380,690,995,900,3065,150,260,1455,420,510,530,2.3,3275,290,170,80,80,40,640,980,920,1890,,26.9,28.4,10,60,50,35,25,110,80,55,1.1,4
BU18420001,Buurt     ,Midden-Delfland                         ,8205,4150,4055,1535,960,1880,2380,1450,6635,480,1085,3360,945,990,1430,2.4,2794,830,580,170,230,150,1280,2120,2640,4700,49.1,25.7,36.0,15,140,170,70,55,300,170,90,1.1,2
BU18420002,Buurt     ,Midden-Delfland                         ,110,55,55,20,15,20,35,25,105,5,5,50,15,20,15,2.3,42,10,10,0,10,0,,,,60,,,,10,0,5,0,0,5,5,10,,5
BU18420004,Buurt     ,Midden-Delfland                         ,135,70,65,20,15,40,40,25,125,5,0,50,15,10,25,2.8,43,10,10,0,0,0,,,,90,,,,15,5,5,0,5,5,0,5,,5
BU18420005,Buurt     ,Midden-Delfland                         ,420,225,200,45,70,55,125,120,390,10,15,170,50,65,60,2.5,36,20,20,20,10,20,70,140,110,250,,27.2,49.7,35,20,15,5,5,20,5,10,1.3,5
BU18420007,Buurt     ,Midden-Delfland                         ,30,20,15,0,5,0,10,15,30,0,0,20,10,10,5,1.7,167,0,0,0,0,0,,,,20,,,,,,,,,,,,,5
BU18420009,Buurt     ,Midden-Delfland                         ,380,205,175,35,85,35,140,85,330,35,10,140,30,55,55,2.7,56,20,20,20,20,10,100,130,80,240,,23.2,50.0,40,15,15,5,10,30,5,5,1.8,5
WK184201  ,Wijk      ,Midden-Delfland                         ,6620,3295,3330,1085,745,1320,1895,1580,5690,330,600,2795,770,975,1045,2.4,354,600,380,160,160,70,1100,2200,1540,3630,56.9,27.2,30.1,105,130,140,80,70,300,135,75,1.3,4
BU18420100,Buurt     ,Midden-Delfland                         ,4575,2270,2310,735,505,940,1275,1115,3900,230,450,1985,590,690,705,2.3,3763,380,260,100,110,50,820,1500,1030,2480,,28.6,27.1,10,70,65,55,35,170,80,45,1.2,4
BU18420101,Buurt     ,Midden-Delfland                         ,95,45,45,10,10,5,35,30,80,0,10,40,10,15,10,2.3,67,10,10,0,0,0,,,,60,,,,0,5,10,0,5,10,5,5,,3
BU18420103,Buurt     ,Midden-Delfland                         ,585,310,270,105,75,100,195,100,550,25,5,215,35,70,100,2.8,90,60,30,20,20,10,110,200,140,370,,20.4,47.4,65,30,40,15,20,55,10,10,,5
BU18420106,Buurt     ,Midden-Delfland                         ,1145,550,595,200,130,230,300,285,965,60,120,470,105,160,200,2.5,3377,120,70,30,30,10,160,390,260,600,,24.6,31.6,0,15,20,10,10,55,30,10,1.2,4
BU18420108,Buurt     ,Midden-Delfland                         ,55,30,20,15,5,5,20,10,50,0,0,25,10,5,10,2.4,23,10,0,0,0,0,,,,30,,,,,,,,,,,,,4
BU18420109,Buurt     ,Midden-Delfland                         ,165,85,80,20,20,25,60,40,145,10,15,70,25,25,20,2.4,24,10,10,0,10,0,,70,50,90,,,,25,5,5,0,5,10,10,0,1.5,5
GM1731    ,Gemeente  ,Midden-Drenthe                          ,34092,16997,17095,4758,3735,6796,10039,8764,30952,1249,1891,14928,4516,5479,4933,2.2,100,2520,1600,1140,680,140,6100,12330,6770,18050,40.6,33.3,20.6,590,605,795,185,170,830,635,425,1.3,5
WK173100  ,Wijk      ,Midden-Drenthe                          ,11665,5805,5860,1690,1320,2415,3305,2935,10455,470,735,5095,1635,1755,1705,2.2,233,930,550,420,260,50,2100,3910,2500,6030,39.9,35.1,19.6,105,180,285,65,60,285,195,135,1.2,4
BU17310000,Buurt     ,Midden-Drenthe                          ,9350,4615,4735,1250,1025,1895,2605,2575,8285,410,650,4240,1495,1430,1310,2.1,1671,710,390,320,210,40,1720,3160,1850,4640,38.0,39.0,16.1,25,120,195,45,40,185,145,100,1.2,4
BU17310001,Buurt     ,Midden-Drenthe                          ,215,115,100,35,35,45,60,45,200,5,10,85,20,40,30,2.6,603,20,20,20,0,0,70,70,,120,,,,,,,,,,,,1.3,5
BU17310002,Buurt     ,Midden-Drenthe                          ,130,60,70,20,15,15,45,35,125,5,5,60,15,30,20,2.3,266,10,10,0,0,0,,40,50,70,,,,5,5,0,0,5,5,5,5,1.3,5
BU17310003,Buurt     ,Midden-Drenthe                          ,90,45,45,10,20,10,30,15,85,0,5,30,0,5,15,3.1,288,10,10,10,0,0,,,,60,,,,,,,,,,,,,5
BU17310009,Buurt     ,Midden-Drenthe                          ,1880,965,910,385,225,450,560,265,1760,45,70,690,115,250,325,2.7,43,200,130,70,40,10,270,620,550,1140,,15.2,37.3,65,50,80,20,15,85,40,30,1.5,5
WK173101  ,Wijk      ,Midden-Drenthe                          ,1065,540,525,165,140,235,325,195,985,55,25,430,105,150,175,2.5,39,70,50,30,20,0,160,470,220,650,,26.7,27.2,40,35,30,10,0,15,20,10,1.6,5
BU17310100,Buurt     ,Midden-Drenthe                          ,665,330,335,100,95,145,205,130,630,20,15,270,65,95,110,2.4,701,50,30,20,10,0,100,270,160,400,,22.8,28.7,15,20,15,5,0,10,15,10,1.6,5
BU17310101,Buurt     ,Midden-Drenthe                          ,110,60,50,20,15,20,35,25,105,5,0,45,15,15,20,2.3,483,0,0,0,0,0,,,,60,,,,,,,,,,,,,5
BU17310109,Buurt     ,Midden-Drenthe                          ,285,150,140,55,30,70,80,45,255,25,10,110,20,40,50,2.6,11,30,20,10,0,0,,,,180,,30.9,28.2,25,15,10,0,0,5,0,0,1.5,5
WK173102  ,Wijk      ,Midden-Drenthe                          ,1535,785,755,215,160,310,480,375,1425,80,35,670,205,255,205,2.3,60,120,70,50,20,10,420,490,280,850,,30.6,23.8,30,35,40,10,10,45,40,25,1.4,5
BU17310200,Buurt     ,Midden-Drenthe                          ,875,430,450,115,85,190,260,225,815,35,25,390,115,155,125,2.2,1437,70,30,30,20,0,130,380,160,500,,28.6,20.7,5,15,15,5,5,20,20,15,1.4,5
BU17310201,Buurt     ,Midden-Drenthe                          ,120,60,55,30,15,20,25,25,110,5,5,45,10,10,15,2.7,241,20,10,10,0,0,,,,60,,,,,,,,,,,,,5
BU17310209,Buurt     ,Midden-Drenthe                          ,545,295,250,70,60,100,195,125,505,30,10,240,75,95,70,2.2,22,40,30,10,10,10,,150,,300,,32.7,28.3,20,20,20,5,5,20,15,10,1.4,5
WK173103  ,Wijk      ,Midden-Drenthe                          ,1095,565,530,160,130,215,345,250,1015,50,35,450,105,175,165,2.4,42,70,60,40,20,10,150,480,220,640,,25.4,27.0,50,20,30,10,5,40,25,15,1.4,5
BU17310300,Buurt     ,Midden-Drenthe                          ,770,405,370,120,100,155,230,170,730,25,15,310,70,120,120,2.5,694,50,40,30,20,10,120,330,140,450,,24.5,25.8,25,10,15,5,5,25,15,10,1.4,5
BU17310309,Buurt     ,Midden-Drenthe                          ,325,160,165,45,30,55,115,80,285,25,15,135,35,55,45,2.4,13,20,10,10,0,0,,,,190,,27.4,29.6,25,10,15,5,5,15,5,5,1.4,5
WK173104  ,Wijk      ,Midden-Drenthe                          ,375,200,175,35,45,60,140,95,355,10,10,170,45,75,50,2.2,61,20,20,10,10,0,90,140,80,220,,32.2,25.7,10,10,15,0,0,20,15,5,1.5,5
BU17310400,Buurt     ,Midden-Drenthe                          ,175,95,80,20,25,30,60,40,165,5,5,70,5,30,25,2.6,365,10,10,10,0,0,40,70,,100,,,,5,5,5,0,0,10,5,0,1.3,5
BU17310409,Buurt     ,Midden-Drenthe                          ,205,105,100,15,20,30,80,55,185,10,10,105,40,40,25,1.9,35,10,10,0,0,0,50,70,50,120,,42.9,17.1,5,5,10,0,0,10,5,0,1.6,5
WK173105  ,Wijk      ,Midden-Drenthe                          ,485,250,240,65,45,90,165,115,445,20,15,220,80,85,65,2.2,36,30,30,10,10,0,110,150,100,270,,39.0,18.8,25,10,10,0,5,10,15,10,1.3,5
BU17310500,Buurt     ,Midden-Drenthe                          ,100,45,55,5,10,15,40,30,90,0,10,45,15,20,15,2.1,403,0,0,0,0,0,30,30,,60,,,,,,,,,,,,,5
BU17310509,Buurt     ,Midden-Drenthe                          ,385,205,180,55,35,75,125,85,355,20,10,175,60,65,45,2.2,29,30,30,10,0,0,70,120,100,210,,42.6,18.2,20,10,5,0,0,10,10,5,1.3,5
WK173106  ,Wijk      ,Midden-Drenthe                          ,4575,2260,2315,690,530,915,1265,1175,4090,190,300,2000,650,685,660,2.2,202,390,230,190,80,10,800,1860,660,2310,,37.7,16.7,50,60,95,20,15,70,65,45,1.3,5
BU17310600,Buurt     ,Midden-Drenthe                          ,3735,1820,1915,565,410,765,985,1015,3300,160,270,1690,595,570,525,2.2,1678,310,180,140,70,10,660,1480,530,1800,,40.9,13.5,10,35,55,15,10,55,55,35,1.2,4
BU17310601,Buurt     ,Midden-Drenthe                          ,300,165,145,40,55,45,105,50,285,5,5,105,15,35,55,2.8,576,30,20,20,10,0,60,140,,190,,14.2,40.6,5,10,10,5,0,5,5,5,1.8,5
BU17310602,Buurt     ,Midden-Drenthe                          ,350,170,180,55,45,75,115,70,320,15,15,140,30,55,50,2.5,505,40,10,20,10,0,,,,220,,24.6,28.3,5,10,20,0,0,5,5,0,1.6,5
BU17310609,Buurt     ,Midden-Drenthe                          ,185,105,80,30,25,30,60,40,180,5,5,65,15,25,30,2.7,10,20,10,10,0,0,,80,,100,,,,25,5,10,5,0,5,0,0,1.4,5
WK173107  ,Wijk      ,Midden-Drenthe                          ,3375,1690,1685,485,365,705,1015,805,2945,90,335,1490,420,525,540,2.3,219,250,180,120,70,20,550,1410,610,1840,,31.5,19.2,35,50,40,15,10,60,50,35,1.3,5
BU17310700,Buurt     ,Midden-Drenthe                          ,2805,1405,1400,420,290,635,790,670,2420,70,315,1255,380,420,455,2.2,2423,220,140,110,60,10,460,1190,480,1490,,33.4,16.1,5,30,25,10,5,40,45,30,1.2,5
BU17310701,Buurt     ,Midden-Drenthe                          ,170,85,90,20,25,20,70,35,160,5,10,70,10,35,25,2.6,349,10,10,10,10,0,,,,110,,,,5,5,5,0,5,5,5,0,1.9,5
BU17310702,Buurt     ,Midden-Drenthe                          ,170,90,80,15,30,25,65,45,160,5,5,70,20,25,30,2.4,366,10,10,10,0,0,,80,,110,,,,10,10,5,0,0,5,0,0,1.5,5
BU17310709,Buurt     ,Midden-Drenthe                          ,225,110,115,30,25,25,95,55,205,10,10,90,15,45,30,2.4,17,10,20,0,10,0,40,70,70,130,,,,15,5,5,0,0,10,0,5,1.7,5
WK173108  ,Wijk      ,Midden-Drenthe                          ,1715,870,845,250,195,370,520,390,1600,40,80,750,240,255,260,2.3,87,130,80,60,20,10,390,660,240,940,,35.1,19.3,45,60,55,15,10,50,25,30,1.5,5
BU17310800,Buurt     ,Midden-Drenthe                          ,885,435,450,115,90,215,245,220,810,20,55,410,140,140,130,2.2,1119,60,40,30,10,0,160,410,100,470,,42.1,13.2,10,20,10,5,0,15,10,10,1.2,5
BU17310801,Buurt     ,Midden-Drenthe                          ,390,200,185,55,60,75,145,55,375,5,10,150,35,45,65,2.6,316,30,20,10,10,0,130,120,,250,,23.0,33.8,25,25,30,5,5,10,5,10,2.4,5
BU17310802,Buurt     ,Midden-Drenthe                          ,130,70,60,30,10,30,40,20,125,0,0,50,15,10,25,2.7,261,20,10,10,0,0,,,,80,,,,5,5,5,5,0,10,0,0,,5
BU17310809,Buurt     ,Midden-Drenthe                          ,310,165,150,45,35,55,90,95,290,5,20,140,50,50,40,2.2,18,20,10,10,0,0,60,90,,150,,34.3,19.3,5,10,10,0,5,15,10,10,1.2,5
WK173109  ,Wijk      ,Midden-Drenthe                          ,4815,2300,2515,545,465,815,1355,1635,4505,130,175,2235,695,910,630,2.1,292,270,210,120,110,20,750,1510,1080,2400,,34.4,21.1,30,55,105,20,40,125,95,50,1.3,5
BU17310900,Buurt     ,Midden-Drenthe                          ,4525,2155,2370,500,430,775,1240,1575,4235,125,165,2115,660,870,585,2.1,1444,250,190,120,100,10,710,1430,1000,2230,,34.8,20.0,10,50,95,15,40,110,80,45,1.3,5
BU17310901,Buurt     ,Midden-Drenthe                          ,60,25,35,10,10,10,30,10,55,0,0,25,5,10,10,2.8,223,10,0,0,0,0,,,,40,,,,,,,,,,,,,5
BU17310909,Buurt     ,Midden-Drenthe                          ,230,115,115,35,25,30,95,50,210,5,20,95,30,35,30,2.3,18,20,20,0,10,0,50,50,,130,,,,15,5,10,0,0,10,10,5,1.3,5
WK173110  ,Wijk      ,Midden-Drenthe                          ,450,230,220,50,30,75,155,135,405,20,30,200,40,105,55,2.3,22,30,20,10,0,0,,160,120,220,,20.3,21.3,20,10,15,5,5,20,20,10,1.5,5
BU17311000,Buurt     ,Midden-Drenthe                          ,340,175,165,40,20,55,120,105,300,15,25,155,30,80,40,2.2,449,20,20,10,0,0,,120,100,160,,23.3,21.3,5,10,10,0,0,15,15,5,1.5,5
BU17311001,Buurt     ,Midden-Drenthe                          ,70,40,30,5,10,15,20,20,65,0,5,30,5,10,10,2.4,131,10,0,0,0,0,,,,40,,,,15,0,0,0,0,0,0,0,,5
BU17311009,Buurt     ,Midden-Drenthe                          ,40,20,20,5,5,10,10,15,40,0,0,15,5,10,5,2.3,2,0,0,0,0,0,,,,20,,,,,,,,,,,,,5
WK173111  ,Wijk      ,Midden-Drenthe                          ,600,310,295,75,45,135,210,135,535,40,25,255,65,105,85,2.3,39,40,20,10,10,0,90,250,140,350,,28.1,27.7,35,15,20,5,5,15,10,10,1.5,5
BU17311100,Buurt     ,Midden-Drenthe                          ,420,220,205,50,25,85,145,110,400,10,15,180,45,80,55,2.3,408,20,20,10,10,0,60,170,100,230,,24.4,25.0,5,10,10,0,5,10,10,5,1.5,5
BU17311109,Buurt     ,Midden-Drenthe                          ,180,95,90,30,20,45,60,25,140,35,10,75,20,25,30,2.5,12,20,0,0,0,0,,,,120,,,,30,5,10,0,0,5,5,5,1.5,5
WK173112  ,Wijk      ,Midden-Drenthe                          ,960,495,470,145,105,205,305,205,915,20,30,405,115,150,140,2.4,82,70,40,30,20,0,150,410,,530,,28.9,18.3,15,20,15,0,0,25,20,20,1.4,5
BU17311200,Buurt     ,Midden-Drenthe                          ,835,425,410,135,90,175,255,180,800,20,20,350,95,135,120,2.4,717,70,30,20,20,0,140,350,,460,,29.6,17.4,5,15,10,0,0,20,15,15,1.5,5
BU17311209,Buurt     ,Midden-Drenthe                          ,125,70,55,10,15,25,45,25,120,5,5,55,15,20,15,2.3,12,0,10,0,0,0,,,,70,,,,10,5,5,0,0,5,5,0,1.3,5
WK173113  ,Wijk      ,Midden-Drenthe                          ,125,70,55,20,25,25,35,25,120,0,5,35,5,10,20,3.1,21,10,10,10,10,0,30,,,60,,,,10,0,0,0,0,5,5,0,,5
BU17311309,Buurt     ,Midden-Drenthe                          ,125,70,55,20,25,25,35,25,120,0,5,40,10,15,20,3.1,21,10,10,10,10,0,30,,,60,,,,10,0,0,0,0,5,5,0,,5
WK173114  ,Wijk      ,Midden-Drenthe                          ,470,225,240,60,40,95,175,100,435,10,20,195,30,95,70,2.4,20,30,10,10,10,0,40,170,140,280,,19.2,36.3,30,15,15,5,5,30,15,10,1.7,5
BU17311400,Buurt     ,Midden-Drenthe                          ,265,125,145,30,15,55,105,60,255,0,10,120,20,65,35,2.3,466,20,10,0,0,0,30,90,90,160,,18.3,33.9,5,10,10,0,0,20,10,0,1.9,5
BU17311409,Buurt     ,Midden-Drenthe                          ,205,105,95,30,20,45,65,40,185,5,10,80,10,35,35,2.6,9,10,10,0,10,0,,,,120,,,,25,5,5,0,0,10,5,5,1.4,5
WK173115  ,Wijk      ,Midden-Drenthe                          ,230,125,105,35,20,45,75,50,205,10,15,100,35,30,35,2.2,12,20,10,10,0,0,,80,,140,,35.9,26.2,20,5,15,0,0,5,10,15,1.2,5
BU17311500,Buurt     ,Midden-Drenthe                          ,85,45,40,15,0,15,30,25,75,0,5,45,15,15,10,2.0,297,10,10,0,0,0,,,,50,,,,5,5,10,0,0,5,5,10,,5
BU17311509,Buurt     ,Midden-Drenthe                          ,145,75,65,20,15,35,45,25,125,15,5,60,20,15,25,2.4,8,10,10,0,0,0,,,,90,,,,15,0,5,0,0,5,5,5,1.3,5
WK173116  ,Wijk      ,Midden-Drenthe                          ,555,285,270,70,70,95,175,145,520,15,20,215,45,90,85,2.5,25,30,20,20,10,0,70,210,140,320,,18.9,29.5,45,15,15,5,5,25,20,5,1.7,5
BU17311600,Buurt     ,Midden-Drenthe                          ,115,60,55,20,15,20,35,30,110,5,0,45,10,20,15,2.6,456,10,0,0,0,0,,,,60,,,,10,5,0,0,0,5,5,0,,5
BU17311601,Buurt     ,Midden-Drenthe                          ,90,45,40,10,5,10,30,30,85,0,0,35,5,20,15,2.3,392,10,0,0,0,0,,,,40,,,,,,,,,,,,,5
BU17311602,Buurt     ,Midden-Drenthe                          ,180,90,90,20,25,30,60,45,170,5,5,70,15,30,25,2.6,317,10,10,10,0,0,40,80,,110,,,,15,5,5,0,0,5,0,0,1.9,5
BU17311609,Buurt     ,Midden-Drenthe                          ,170,90,80,20,25,35,50,40,155,5,5,70,20,25,30,2.5,8,10,10,10,0,0,30,50,50,100,,,,20,5,10,0,5,5,5,0,1.1,5
GM1952    ,Gemeente  ,Midden-Groningen                        ,61433,30939,30494,8643,6603,13439,18171,14577,50551,3600,7282,28587,10469,9159,8959,2.1,221,4670,3020,2120,1070,290,13700,22010,10180,30250,36.6,43.8,14.0,445,1200,1200,405,250,1195,1050,705,1.2,4
WK195201  ,Wijk      ,Midden-Groningen                        ,6935,3540,3390,880,740,1780,1820,1700,5245,555,1135,3785,1920,970,890,1.8,2320,460,310,220,130,40,1720,2540,940,3300,31.8,58.6,7.2,0,145,175,40,25,125,115,110,0.9,2
BU19520101,Buurt     ,Midden-Groningen                        ,3385,1715,1675,485,340,955,840,765,2405,245,735,1920,1045,440,435,1.7,5476,260,130,120,60,20,860,1240,380,1500,,65.6,3.8,0,45,55,10,10,40,50,30,0.8,2
BU19520102,Buurt     ,Midden-Groningen                        ,915,460,460,115,95,240,245,225,745,55,115,495,225,145,130,1.9,4027,60,40,30,10,10,210,320,170,480,,46.2,9.9,0,10,10,5,5,20,20,20,1.0,2
BU19520103,Buurt     ,Midden-Groningen                        ,365,155,205,35,20,65,70,175,315,20,30,155,85,40,35,1.8,6609,20,20,10,0,0,60,110,,130,,58.3,5.8,,,,,,,,,1.0,2
BU19520104,Buurt     ,Midden-Groningen                        ,550,295,255,75,50,105,170,140,480,40,35,250,65,100,85,2.2,2581,40,30,10,10,0,,200,150,290,,26.8,22.0,0,5,10,0,0,20,5,5,1.2,2
BU19520105,Buurt     ,Midden-Groningen                        ,735,375,355,55,90,135,205,255,565,80,85,430,235,130,65,1.7,1216,20,30,30,20,0,200,250,,320,,64.3,10.2,0,20,45,5,5,10,20,15,0.9,3
BU19520106,Buurt     ,Midden-Groningen                        ,410,240,170,35,65,155,95,45,240,90,80,280,200,35,45,1.5,1768,20,20,10,10,0,,,,250,,78.5,2.3,0,20,15,5,0,15,5,15,0.6,2
BU19520107,Buurt     ,Midden-Groningen                        ,575,310,270,80,75,120,200,100,490,30,55,250,75,85,95,2.3,553,50,40,20,10,0,150,250,70,320,,31.6,13.6,0,50,45,15,5,15,10,20,1.7,4
WK195202  ,Wijk      ,Midden-Groningen                        ,11390,5450,5945,1690,1290,2450,3080,2875,7295,855,3240,5500,2355,1405,1735,2.0,3146,990,570,460,180,40,3300,3840,1040,4780,30.5,57.4,6.4,10,105,115,50,15,115,155,70,0.9,2
BU19520201,Buurt     ,Midden-Groningen                        ,1500,760,735,235,155,445,400,265,740,135,620,790,385,175,225,1.9,5157,130,70,60,30,10,540,490,,670,,66.1,5.2,0,20,20,5,0,15,40,10,0.8,2
BU19520202,Buurt     ,Midden-Groningen                        ,675,330,340,70,80,135,225,155,535,30,105,335,135,100,95,2.0,2630,40,30,20,10,0,190,260,,340,,53.3,10.8,0,15,15,5,0,5,5,10,1.0,3
BU19520203,Buurt     ,Midden-Groningen                        ,1315,590,725,100,70,155,305,685,980,110,225,875,570,200,105,1.5,8363,60,30,30,10,10,370,380,,320,,80.9,1.9,0,5,15,5,5,10,15,5,0.7,2
BU19520204,Buurt     ,Midden-Groningen                        ,365,170,190,35,20,60,85,165,305,25,35,185,65,85,35,2.0,2137,20,10,10,10,0,60,100,60,150,,38.9,15.1,,,,,,,,,1.2,3
BU19520205,Buurt     ,Midden-Groningen                        ,2335,1085,1245,430,330,530,640,410,1200,165,970,1035,365,230,440,2.3,5721,260,140,120,40,0,790,760,160,920,,57.4,5.0,5,20,20,10,0,20,25,10,0.9,2
BU19520206,Buurt     ,Midden-Groningen                        ,1950,960,990,315,265,445,595,330,1325,175,450,835,230,250,355,2.3,3277,180,120,90,40,10,440,800,270,1030,,34.0,10.7,0,15,20,10,5,25,25,15,1.2,3
BU19520207,Buurt     ,Midden-Groningen                        ,1600,775,825,230,175,335,465,395,1035,125,430,870,450,195,220,1.8,3718,140,70,70,20,10,510,530,,650,,65.3,3.5,0,15,10,10,0,10,20,15,0.8,2
BU19520208,Buurt     ,Midden-Groningen                        ,1660,760,895,280,200,345,365,465,1175,90,400,580,150,175,260,2.5,3100,160,90,70,30,10,440,480,140,690,,40.4,9.8,0,10,15,5,0,15,25,5,1.1,3
BU19520209,Buurt     ,Midden-Groningen                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU19520210,Buurt     ,Midden-Groningen                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,
WK195203  ,Wijk      ,Midden-Groningen                        ,3730,1825,1905,635,365,750,935,1045,3180,170,380,1615,465,575,580,2.3,411,340,210,110,70,30,510,1210,820,1780,,28.9,20.9,5,25,125,20,20,70,80,40,1.3,3
BU19520301,Buurt     ,Midden-Groningen                        ,480,220,265,20,10,45,95,315,410,20,55,325,190,120,25,1.5,2685,10,0,0,0,0,70,140,,110,,64.2,1.5,0,0,75,0,5,10,15,10,0.9,2
BU19520302,Buurt     ,Midden-Groningen                        ,780,365,420,100,85,120,180,295,640,40,100,375,125,145,100,2.1,1913,60,40,30,20,0,140,260,,330,,35.1,12.9,0,10,15,5,5,15,20,5,1.2,2
BU19520303,Buurt     ,Midden-Groningen                        ,680,340,335,45,60,65,205,300,615,30,30,305,50,170,80,2.2,1201,20,20,10,20,10,60,240,210,290,,14.1,25.6,0,5,5,5,5,15,10,5,1.4,3
