"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Totaal";"Waarde";"2024*";"Nederland";3,03;40,87;85,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,33;28,79;36,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,3;29,15;36,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,06;19,43;25,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,07;19,98;27,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,14;22,66;29,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,19;23,7;31,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,18;23,65;31,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,23;6,34;7,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,22;6,32;7,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,18;4,21;5,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,18;4,68;6,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,21;5,23;7,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,22;5,72;7,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,21;5,41;7,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2018";"Nederland";0,13;6,86;10,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2019";"Nederland";0,14;6,95;10,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2020";"Nederland";0,05;2,56;3,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2021";"Nederland";0,05;2,47;3,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2022";"Nederland";0,07;3,98;6,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2023";"Nederland";0,1;5,31;8,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Trein";"Waarde";"2024*";"Nederland";0,11;5,51;8,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2018";"Nederland";0,82;3,42;16,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2019";"Nederland";0,76;3,29;16,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2020";"Nederland";0,66;2,84;15,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2021";"Nederland";0,63;2,79;14,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2022";"Nederland";0,76;3,12;15,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2023";"Nederland";0,76;3,06;15,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Onderwijsniveau: 3 Hoog";"Fiets";"Waarde";"2024*";"Nederland";0,78;3,19;15,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2018";"Nederland";3,35;37,64;78,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2019";"Nederland";3,29;35,75;77,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2020";"Nederland";2,91;26,51;67,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2021";"Nederland";3,06;29,05;75,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2022";"Nederland";3,25;31,41;77,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2023";"Nederland";3,24;32,21;76,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Totaal";"Waarde";"2024*";"Nederland";3,29;33,81;78,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,36;19,37;28,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,35;18,22;27,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,2;14,7;23,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,18;15,3;24,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,2;16,01;24,99
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,26;16,57;26,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,28;17,27;26,81
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,33;8,69;11,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,32;7,54;10,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,25;5,21;7,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,26;5,78;8,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,3;6,57;9,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,32;6,87;9,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,32;7,25;9,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2018";"Nederland";0,07;3,2;5,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2019";"Nederland";0,08;3,51;5,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2020";"Nederland";0,03;1,35;2,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2021";"Nederland";0,04;1,96;3,04
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2022";"Nederland";0,05;2,16;3,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2023";"Nederland";0,06;2,81;5,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Trein";"Waarde";"2024*";"Nederland";0,07;3,06;5,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2018";"Nederland";0,95;3,18;16,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2019";"Nederland";0,9;3,15;16,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2020";"Nederland";0,76;2,68;14,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2021";"Nederland";0,79;2,84;15,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2022";"Nederland";0,89;3,21;17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2023";"Nederland";0,87;3,01;15,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam: 12 tot 30 uur pw";"Fiets";"Waarde";"2024*";"Nederland";0,88;3,15;15,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2018";"Nederland";2,98;52,66;86,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2019";"Nederland";2,92;53,08;86,57
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2020";"Nederland";2,6;36,23;70,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2021";"Nederland";2,71;37,68;76,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2022";"Nederland";2,87;42,15;79,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2023";"Nederland";2,9;44,46;82,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Totaal";"Waarde";"2024*";"Nederland";2,87;44,66;82,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,49;33,44;41,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,48;33,97;42,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,23;23,74;30,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,25;24,5;32,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,31;26,65;34,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,35;28,08;36,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,32;28,31;37,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,19;4,7;5,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,18;5;6,25
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,14;3,29;4,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,15;3,91;5,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,16;4,08;5,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,18;4,46;6,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,18;4,27;5,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2018";"Nederland";0,11;5,36;8,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2019";"Nederland";0,11;5,33;8,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2020";"Nederland";0,04;2,12;3,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2021";"Nederland";0,04;1,71;2,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2022";"Nederland";0,06;3,34;5,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2023";"Nederland";0,09;4,52;6,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Trein";"Waarde";"2024*";"Nederland";0,09;4,47;6,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2018";"Nederland";0,61;2,85;12,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2019";"Nederland";0,58;2,69;12,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2020";"Nederland";0,5;2,38;12,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2021";"Nederland";0,5;2,32;11,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2022";"Nederland";0,59;2,62;12,81
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2023";"Nederland";0,59;2,58;12,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkzaam 30 uur pw of meer";"Fiets";"Waarde";"2024*";"Nederland";0,6;2,71;12,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2018";"Nederland";2,85;25,9;70,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2019";"Nederland";2,79;25,67;69,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2020";"Nederland";2,27;17,53;58,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2021";"Nederland";2,46;20,13;68,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2022";"Nederland";2,66;21,97;68,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2023";"Nederland";2,68;23,66;69,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Totaal";"Waarde";"2024*";"Nederland";2,71;24,1;70,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,13;2,38;3,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,15;2,41;3,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,11;1,94;2,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,12;2,26;3,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,11;2,03;3,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,12;2,01;3,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,12;2,18;3,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,63;9,89;15,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,63;9,92;15,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,49;7,39;12,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,52;8,54;13,74
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,54;8,32;13,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,59;9,77;14,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,57;9,65;14,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2018";"Nederland";0,12;5,54;9,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2019";"Nederland";0,11;5,42;8,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2020";"Nederland";0,05;2,55;4,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2021";"Nederland";0,07;2,95;5,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2022";"Nederland";0,09;4,35;7,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2023";"Nederland";0,1;4,7;8,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Trein";"Waarde";"2024*";"Nederland";0,09;4,54;7,77
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2018";"Nederland";1,28;4,18;23,3
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2019";"Nederland";1,25;4,1;23,74
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2020";"Nederland";0,98;3,21;20,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2021";"Nederland";1;3,38;21,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2022";"Nederland";1,17;3,81;23,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2023";"Nederland";1,16;3,94;23,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:student/scholier";"Fiets";"Waarde";"2024*";"Nederland";1,2;4,08;23,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2018";"Nederland";2,45;23,62;67,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2019";"Nederland";2,36;20,77;65,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2020";"Nederland";2,12;16,3;53,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2021";"Nederland";2,01;17,42;59,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2022";"Nederland";1,95;16,74;64,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2023";"Nederland";2,12;17,31;62,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2024*";"Nederland";2,17;19,91;67,71
